Client,Recency,Frequency,Revenue,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
Cody Browning,10,14,506,2,0,0,2,Low-Value
Emily Lindsey,18,1,216,2,0,0,2,Low-Value
Brandon Vaughn,18,1,6,2,0,0,2,Low-Value
Steve Mooney,18,1,53,2,0,0,2,Low-Value
Kayla Edwards,18,6,70,2,0,0,2,Low-Value
Ryan Schroeder,18,2,47,2,0,0,2,Low-Value
Brandon Rodriguez,8,25,632,2,0,0,2,Low-Value
David Bullock,16,3,324,2,0,0,2,Low-Value
Mr. Logan Fox,17,2,198,2,0,0,2,Low-Value
Brittany Jones,17,1,0,2,0,0,2,Low-Value
Christopher Mercer,17,16,295,2,0,0,2,Low-Value
Deanna Rodriguez,17,1,342,2,0,0,2,Low-Value
Richard Cole,17,2,6,2,0,0,2,Low-Value
Steven Davis,17,1,360,2,0,0,2,Low-Value
Kathleen Watson,17,1,90,2,0,0,2,Low-Value
Austin Beasley,17,2,20,2,0,0,2,Low-Value
Robert Barton,17,1,23,2,0,0,2,Low-Value
Mary Dorsey,8,6,429,2,0,0,2,Low-Value
Stephanie Fletcher,17,6,361,2,0,0,2,Low-Value
Jerry Olsen,17,6,853,2,0,0,2,Low-Value
Benjamin Carlson,17,1,20,2,0,0,2,Low-Value
Cheyenne Ryan,17,1,171,2,0,0,2,Low-Value
Marie Robertson,17,1,48,2,0,0,2,Low-Value
Rebecca Simpson,16,5,158,2,0,0,2,Low-Value
Jacob Travis,14,6,997,2,0,0,2,Low-Value
Elizabeth Wilkinson,17,1,257,2,0,0,2,Low-Value
Elizabeth Cowan,17,1,60,2,0,0,2,Low-Value
Karen Cox,17,22,948,2,0,0,2,Low-Value
Devon Johnson,17,1,54,2,0,0,2,Low-Value
Kathy George,16,4,236,2,0,0,2,Low-Value
Matthew Jones,17,1,198,2,0,0,2,Low-Value
Dominic Miller,15,12,662,2,0,0,2,Low-Value
Joseph Friedman,17,3,666,2,0,0,2,Low-Value
Maria Terry,17,1,45,2,0,0,2,Low-Value
Audrey Smith,16,1,0,2,0,0,2,Low-Value
Pamela Thomas,16,1,216,2,0,0,2,Low-Value
Amy Hernandez,16,1,12,2,0,0,2,Low-Value
Eric Johnson,16,4,46,2,0,0,2,Low-Value
Robin Woodard,15,4,191,2,0,0,2,Low-Value
Corey Payne,16,1,7,2,0,0,2,Low-Value
Becky Nguyen,16,1,8,2,0,0,2,Low-Value
Tracy Bolton,16,1,23,2,0,0,2,Low-Value
Gabriel Murphy,16,1,266,2,0,0,2,Low-Value
Margaret Edwards,16,3,81,2,0,0,2,Low-Value
Mr. Tony James,16,1,167,2,0,0,2,Low-Value
Danielle Alexander,16,1,85,2,0,0,2,Low-Value
Adam Macias,16,3,149,2,0,0,2,Low-Value
Ronald Scott,16,1,5,2,0,0,2,Low-Value
Theodore Wilson,16,5,99,2,0,0,2,Low-Value
Susan Arellano,15,1,88,2,0,0,2,Low-Value
Miranda Cabrera,15,1,8,2,0,0,2,Low-Value
Edwin Gregory,14,6,86,2,0,0,2,Low-Value
Joshua Gregory,15,3,46,2,0,0,2,Low-Value
Amy Griffin,15,4,475,2,0,0,2,Low-Value
Savannah Burke,15,1,45,2,0,0,2,Low-Value
Nicole Turner,15,1,32,2,0,0,2,Low-Value
Ryan Lewis,15,1,424,2,0,0,2,Low-Value
Charles Watson III,15,1,230,2,0,0,2,Low-Value
Nicholas Schaefer,15,4,162,2,0,0,2,Low-Value
Steven Harris,15,1,50,2,0,0,2,Low-Value
Brandy Russell,15,1,47,2,0,0,2,Low-Value
Kathryn Martin,15,6,91,2,0,0,2,Low-Value
Michele Russell,15,2,690,2,0,0,2,Low-Value
Kenneth Morgan,15,1,10,2,0,0,2,Low-Value
Paula French,15,1,28,2,0,0,2,Low-Value
Jennifer White,14,1,1070,2,0,0,2,Low-Value
Timothy Stout,14,2,207,2,0,0,2,Low-Value
Kelly Perez,14,19,234,2,0,0,2,Low-Value
Brian Perez,14,1,153,2,0,0,2,Low-Value
Luis Taylor,14,1,9,2,0,0,2,Low-Value
Maureen Wells,14,1,2,2,0,0,2,Low-Value
Cassandra Hawkins,14,1,225,2,0,0,2,Low-Value
Alyssa Cox,14,1,30,2,0,0,2,Low-Value
Charles Jordan,14,1,342,2,0,0,2,Low-Value
Megan Pitts,14,1,100,2,0,0,2,Low-Value
Willie Hall,14,3,87,2,0,0,2,Low-Value
Roberto Gallegos,14,2,464,2,0,0,2,Low-Value
Betty Smith,14,9,166,2,0,0,2,Low-Value
Cindy King,6,5,889,2,0,0,2,Low-Value
Laura Murphy,14,2,736,2,0,0,2,Low-Value
Christopher Simpson,13,1,252,2,0,0,2,Low-Value
Charles Nelson MD,13,1,72,2,0,0,2,Low-Value
David Hunter,13,1,221,2,0,0,2,Low-Value
Linda Ramsey,13,4,144,2,0,0,2,Low-Value
Brittany Barber,13,1,102,2,0,0,2,Low-Value
Thomas Stephens,13,1,1016,2,0,0,2,Low-Value
Alan Boyer,13,1,239,2,0,0,2,Low-Value
Jasmine Vang,13,2,33,2,0,0,2,Low-Value
Keith Perez,13,1,68,2,0,0,2,Low-Value
Tiffany Cohen,7,5,960,2,0,0,2,Low-Value
Jenna Benitez,13,11,2017,2,0,0,2,Low-Value
Jeffrey Johnson,13,2,63,2,0,0,2,Low-Value
Mason Dickerson,11,1,324,2,0,0,2,Low-Value
John Harrison,11,2,89,2,0,0,2,Low-Value
Cynthia Smith,11,1,12,2,0,0,2,Low-Value
Tammy Odonnell,11,6,54,2,0,0,2,Low-Value
Kristy Matthews,1,7,622,2,0,0,2,Low-Value
Anna Joyce,11,1,342,2,0,0,2,Low-Value
Katherine Ward,11,2,388,2,0,0,2,Low-Value
Shane Underwood MD,9,3,582,2,0,0,2,Low-Value
Lisa James,11,7,183,2,0,0,2,Low-Value
Ronald Newman,11,3,130,2,0,0,2,Low-Value
Rodney Carroll,11,1,541,2,0,0,2,Low-Value
Cassandra Garcia,11,2,74,2,0,0,2,Low-Value
Kimberly Fleming,11,31,1172,2,0,0,2,Low-Value
Ian Hudson,11,12,247,2,0,0,2,Low-Value
Mrs. Amy Short,11,2,311,2,0,0,2,Low-Value
George Jackson,11,3,452,2,0,0,2,Low-Value
Teresa Drake,11,1,32,2,0,0,2,Low-Value
Andrea Pacheco,11,5,171,2,0,0,2,Low-Value
Derek Cross,11,3,15,2,0,0,2,Low-Value
Aaron Andrews,10,5,99,2,0,0,2,Low-Value
Daniel Perry,10,2,86,2,0,0,2,Low-Value
Crystal Miller,10,1,48,2,0,0,2,Low-Value
William Robinson,3,2,39,2,0,0,2,Low-Value
Cindy Johnston,10,2,9,2,0,0,2,Low-Value
Maria Mcintosh,10,2,541,2,0,0,2,Low-Value
Krista Stewart,10,5,63,2,0,0,2,Low-Value
Christopher Dominguez,10,1,9,2,0,0,2,Low-Value
Jonathan Hess,10,1,2448,2,0,0,2,Low-Value
Jennifer Chambers,10,2,192,2,0,0,2,Low-Value
Sarah Mccarthy,10,2,325,2,0,0,2,Low-Value
Debra Ramirez,10,1,32,2,0,0,2,Low-Value
Theodore Hudson,10,2,341,2,0,0,2,Low-Value
Antonio Solomon,10,1,306,2,0,0,2,Low-Value
Donna Parrish,10,2,9,2,0,0,2,Low-Value
Curtis Shelton,9,2,573,2,0,0,2,Low-Value
Jeffery Nguyen,9,2,3120,2,0,0,2,Low-Value
Mrs. Heidi Hanson,9,1,9,2,0,0,2,Low-Value
Steven Black,9,8,1039,2,0,0,2,Low-Value
William Schultz,9,1,35,2,0,0,2,Low-Value
Elizabeth Morse,9,6,48,2,0,0,2,Low-Value
Jeremy Phillips,9,3,125,2,0,0,2,Low-Value
David Hickman,9,5,657,2,0,0,2,Low-Value
Dana Carpenter,9,4,887,2,0,0,2,Low-Value
Debbie Williams,9,1,20,2,0,0,2,Low-Value
Martin Espinoza,8,1,83,2,0,0,2,Low-Value
Paul Butler,3,12,3668,2,0,0,2,Low-Value
Patricia Li,8,8,1260,2,0,0,2,Low-Value
Sandra Fry,6,11,345,2,0,0,2,Low-Value
Timothy Rice,8,3,369,2,0,0,2,Low-Value
Jesse Roach,8,4,1035,2,0,0,2,Low-Value
Mr. Aaron Olson,3,8,741,2,0,0,2,Low-Value
Joanne Miller,8,2,64,2,0,0,2,Low-Value
Kylie Flores,8,2,35,2,0,0,2,Low-Value
Clayton Acevedo,8,7,95,2,0,0,2,Low-Value
Kyle Sanchez,8,1,225,2,0,0,2,Low-Value
Elizabeth Flores,8,1,59,2,0,0,2,Low-Value
Melissa Ross,8,2,42,2,0,0,2,Low-Value
Brett Burke,8,5,53,2,0,0,2,Low-Value
Mrs. Veronica Watson MD,8,3,36,2,0,0,2,Low-Value
Isaac Le,8,2,108,2,0,0,2,Low-Value
Erin Herrera,8,1,19,2,0,0,2,Low-Value
Sara Wilkins,8,2,13,2,0,0,2,Low-Value
Jordan Barnes,4,4,84,2,0,0,2,Low-Value
Christopher Garrison,7,4,1647,2,0,0,2,Low-Value
Erin Smith,8,1,340,2,0,0,2,Low-Value
Rebecca Sutton,8,1,464,2,0,0,2,Low-Value
Derrick Carrillo,8,4,585,2,0,0,2,Low-Value
Jamie Clark,7,1,40,2,0,0,2,Low-Value
Christopher Mueller,7,2,38,2,0,0,2,Low-Value
Rachel Davis,7,2,630,2,0,0,2,Low-Value
Robert George,7,1,70,2,0,0,2,Low-Value
Eric Howard,7,8,728,2,0,0,2,Low-Value
Linda Burch,7,12,422,2,0,0,2,Low-Value
Edward Johnson,7,2,94,2,0,0,2,Low-Value
Dana Davis,7,1,9,2,0,0,2,Low-Value
Bill Bell,7,2,333,2,0,0,2,Low-Value
Kevin Cole,7,1,644,2,0,0,2,Low-Value
Samuel Miranda,7,1,68,2,0,0,2,Low-Value
Garrett Rice,7,1,162,2,0,0,2,Low-Value
Madison Harper,7,30,292,2,0,0,2,Low-Value
Tyler Johnson,7,2,97,2,0,0,2,Low-Value
Andrea Herrera,7,1,83,2,0,0,2,Low-Value
Erin Carr,7,2,99,2,0,0,2,Low-Value
Tracey Burke,7,2,120,2,0,0,2,Low-Value
Michael Castillo,7,1,15,2,0,0,2,Low-Value
Valerie Williams,3,29,778,2,0,0,2,Low-Value
Robin Erickson,6,1,190,2,0,0,2,Low-Value
Matthew Munoz,6,2,338,2,0,0,2,Low-Value
Breanna Barnes,6,8,585,2,0,0,2,Low-Value
William Brooks,6,1,44,2,0,0,2,Low-Value
Jacob Lara,6,1,22,2,0,0,2,Low-Value
John Green,6,1,793,2,0,0,2,Low-Value
Gregory Herman,6,1,37,2,0,0,2,Low-Value
David Hudson,6,1,360,2,0,0,2,Low-Value
Sabrina Garcia,6,2,45,2,0,0,2,Low-Value
Dawn Cunningham,6,3,82,2,0,0,2,Low-Value
April Moody,6,2,567,2,0,0,2,Low-Value
John Horton,6,3,72,2,0,0,2,Low-Value
James Fitzpatrick,6,1,86,2,0,0,2,Low-Value
Kimberly Forbes,6,2,62,2,0,0,2,Low-Value
Kelly Henderson,4,1,234,2,0,0,2,Low-Value
Miranda Jenkins,4,1,270,2,0,0,2,Low-Value
Laura Hebert,4,3,527,2,0,0,2,Low-Value
Kyle Stevenson,4,1,167,2,0,0,2,Low-Value
Danielle Pugh,4,1,17,2,0,0,2,Low-Value
Danielle Williams,4,2,143,2,0,0,2,Low-Value
Erika Perkins,4,2,10,2,0,0,2,Low-Value
Mr. Jared Davis,4,2,240,2,0,0,2,Low-Value
Keith Brown,4,13,271,2,0,0,2,Low-Value
Tracy Burns,4,4,132,2,0,0,2,Low-Value
Joann Henry,4,1,40,2,0,0,2,Low-Value
Joshua Bell,4,1,216,2,0,0,2,Low-Value
Sharon Molina,4,1,7,2,0,0,2,Low-Value
Charles Walker,4,1,131,2,0,0,2,Low-Value
Megan Bell,4,16,758,2,0,0,2,Low-Value
Lindsey Martinez,4,3,27,2,0,0,2,Low-Value
Michelle Robbins DVM,4,2,293,2,0,0,2,Low-Value
Douglas Kane,4,3,86,2,0,0,2,Low-Value
Katherine Kim,4,1,22,2,0,0,2,Low-Value
Karen Baldwin,4,6,224,2,0,0,2,Low-Value
Heather Ray,4,2,486,2,0,0,2,Low-Value
Jose Jones,4,2,63,2,0,0,2,Low-Value
Nathan Murphy,4,1,833,2,0,0,2,Low-Value
Benjamin Moore,4,1,206,2,0,0,2,Low-Value
Eric Smith,4,1,285,2,0,0,2,Low-Value
Patricia Ward,3,3,63,2,0,0,2,Low-Value
Katelyn Miranda,3,8,313,2,0,0,2,Low-Value
Thomas Kelly,4,3,873,2,0,0,2,Low-Value
Kenneth Cervantes,4,3,1965,2,0,0,2,Low-Value
Julia Hopkins,4,10,199,2,0,0,2,Low-Value
Jonathan Moss,3,1,153,2,0,0,2,Low-Value
Lindsey Herrera,3,1,15,2,0,0,2,Low-Value
Mr. Brendan Bishop,3,2,86,2,0,0,2,Low-Value
Eric Avila,3,1,18,2,0,0,2,Low-Value
Tyler Perez,3,1,403,2,0,0,2,Low-Value
Harold Charles,3,1,450,2,0,0,2,Low-Value
Emily Cooper,3,1,4,2,0,0,2,Low-Value
Kristine Lee,3,4,46,2,0,0,2,Low-Value
Karen Brown,3,1,2000,2,0,0,2,Low-Value
Laura Marsh,3,4,97,2,0,0,2,Low-Value
Jerry King,3,5,395,2,0,0,2,Low-Value
Kathy Morales,3,1,5,2,0,0,2,Low-Value
Jeffrey Meyer,3,1,113,2,0,0,2,Low-Value
Cassie Walker,3,1,6,2,0,0,2,Low-Value
Katherine Adams,3,1,15,2,0,0,2,Low-Value
Stephanie Perez,3,2,44,2,0,0,2,Low-Value
Kimberly Keller,3,2,8,2,0,0,2,Low-Value
Kyle Mclaughlin,3,1,32,2,0,0,2,Low-Value
Sheila Chandler,3,12,240,2,0,0,2,Low-Value
Max Rice,3,1,114,2,0,0,2,Low-Value
Brian Bowers,3,1,53,2,0,0,2,Low-Value
Margaret Burke,3,2,10,2,0,0,2,Low-Value
Matthew Beck,3,2,136,2,0,0,2,Low-Value
Eric Bell,3,4,325,2,0,0,2,Low-Value
Joshua Kim,3,3,41,2,0,0,2,Low-Value
Madison Reilly,3,2,81,2,0,0,2,Low-Value
Zachary Griffith,2,1,329,2,0,0,2,Low-Value
Melissa Colon,2,1,60,2,0,0,2,Low-Value
Alan Freeman,2,3,92,2,0,0,2,Low-Value
Katie Anderson,2,5,207,2,0,0,2,Low-Value
Lindsay Love,2,1,72,2,0,0,2,Low-Value
Monique Neal,2,2,54,2,0,0,2,Low-Value
Rodney Gardner,2,2,486,2,0,0,2,Low-Value
Justin Williamson,2,1,9,2,0,0,2,Low-Value
Kent Howell,2,1,40,2,0,0,2,Low-Value
Erica Mills,2,1,32,2,0,0,2,Low-Value
Patricia Pratt,2,2,136,2,0,0,2,Low-Value
Bryan Wilson,2,1,20,2,0,0,2,Low-Value
Patrick Norton,2,2,27,2,0,0,2,Low-Value
Jessica Logan,2,2,423,2,0,0,2,Low-Value
Selena Wheeler,1,2,622,2,0,0,2,Low-Value
Savannah Hansen,1,5,3165,2,0,0,2,Low-Value
Julie Wells,0,3,2460,2,0,0,2,Low-Value
Scott Hamilton,1,1,27,2,0,0,2,Low-Value
Danielle Gonzalez,1,2,69,2,0,0,2,Low-Value
Cindy Powell,1,4,251,2,0,0,2,Low-Value
Mark Fernandez,1,2,21,2,0,0,2,Low-Value
Roger Murphy,1,1,117,2,0,0,2,Low-Value
Sarah Cole,1,5,1576,2,0,0,2,Low-Value
Steven Hunt,1,1,252,2,0,0,2,Low-Value
Brittany Hughes,1,1,14,2,0,0,2,Low-Value
Debra Ward,1,2,1171,2,0,0,2,Low-Value
Alec Schroeder,1,5,98,2,0,0,2,Low-Value
Christopher Fischer,1,1,64,2,0,0,2,Low-Value
Jody Lopez,1,1,27,2,0,0,2,Low-Value
Samantha Moore,1,1,388,2,0,0,2,Low-Value
Jessica Benjamin,1,2,154,2,0,0,2,Low-Value
Ronald Mitchell,1,2,788,2,0,0,2,Low-Value
Scott Anderson,0,2,67,2,0,0,2,Low-Value
Amy Watson,0,3,71,2,0,0,2,Low-Value
Gordon Benson,0,13,529,2,0,0,2,Low-Value
Peter Peterson,680,1,597,0,0,0,0,Low-Value
Kathryn Miller,648,8,1149,0,0,0,0,Low-Value
Craig Mcdonald,615,9,844,0,0,0,0,Low-Value
Carolyn Thomas,680,4,72,0,0,0,0,Low-Value
Vincent Walters Jr.,680,1,302,0,0,0,0,Low-Value
Jonathan Donaldson,680,1,11,0,0,0,0,Low-Value
Abigail Lambert,680,3,219,0,0,0,0,Low-Value
Jennifer Andrews,680,3,120,0,0,0,0,Low-Value
David Huerta,680,1,186,0,0,0,0,Low-Value
Michael Barnes,541,8,162,0,0,0,0,Low-Value
Mia Randall,680,1,66,0,0,0,0,Low-Value
Eduardo Nelson,680,1,97,0,0,0,0,Low-Value
Matthew Mcclain,680,1,117,0,0,0,0,Low-Value
Michele Curry,680,1,747,0,0,0,0,Low-Value
David Petersen,680,2,800,0,0,0,0,Low-Value
Daniel Reyes,680,2,189,0,0,0,0,Low-Value
Melissa Cline,522,27,1349,0,0,0,0,Low-Value
Tammy Mosley,679,2,67,0,0,0,0,Low-Value
Jesus Johnson,680,6,1691,0,0,0,0,Low-Value
Keith Reyes,633,10,2654,0,0,0,0,Low-Value
Jennifer Lara,680,1,261,0,0,0,0,Low-Value
Betty Kelley,680,1,63,0,0,0,0,Low-Value
Benjamin Hooper,505,26,1488,0,0,0,0,Low-Value
Bethany Ryan,680,1,381,0,0,0,0,Low-Value
Gail Matthews,680,1,237,0,0,0,0,Low-Value
Douglas Rodriguez,680,7,56,0,0,0,0,Low-Value
Christopher Shepard,513,24,3518,0,0,0,0,Low-Value
Robert Huerta,680,3,91,0,0,0,0,Low-Value
Cindy Mccarthy,680,3,168,0,0,0,0,Low-Value
Ian Ryan,680,3,91,0,0,0,0,Low-Value
Roberta Lane,680,4,441,0,0,0,0,Low-Value
Jill Grimes DDS,680,7,369,0,0,0,0,Low-Value
Joel Owens,678,3,1111,0,0,0,0,Low-Value
Colleen Cruz,680,1,13,0,0,0,0,Low-Value
Megan Paul,678,5,77,0,0,0,0,Low-Value
Andrew Lee,680,2,76,0,0,0,0,Low-Value
Michelle Rodriguez,679,1,164,0,0,0,0,Low-Value
Nicole Long,679,1,57,0,0,0,0,Low-Value
Michelle Sanders,679,5,15,0,0,0,0,Low-Value
Kristen Williams,679,1,598,0,0,0,0,Low-Value
Kenneth Crawford,644,6,0,0,0,0,0,Low-Value
Kevin Taylor,679,1,1614,0,0,0,0,Low-Value
James Black,679,4,64,0,0,0,0,Low-Value
Jeff Mata,679,3,36,0,0,0,0,Low-Value
Paige Morales,679,3,487,0,0,0,0,Low-Value
James Pearson,679,1,45,0,0,0,0,Low-Value
Kristina Rivers,679,2,79,0,0,0,0,Low-Value
Sara Green,679,1,33,0,0,0,0,Low-Value
James Williams,623,24,2216,0,0,0,0,Low-Value
Jennifer Cruz,679,1,90,0,0,0,0,Low-Value
Samantha Pope,679,2,486,0,0,0,0,Low-Value
Emily Phillips,639,20,4574,0,0,0,0,Low-Value
Donald Jackson,679,2,874,0,0,0,0,Low-Value
Natalie Wong,679,7,102,0,0,0,0,Low-Value
Briana Combs,521,3,104,0,0,0,0,Low-Value
Mark Warner,679,5,551,0,0,0,0,Low-Value
George Sanchez,678,6,187,0,0,0,0,Low-Value
Keith Stone,507,177,7910,0,0,0,0,Low-Value
Jonathan Velazquez,678,1,359,0,0,0,0,Low-Value
Sharon Mcintosh,519,5,69,0,0,0,0,Low-Value
Randy Woods,678,4,104,0,0,0,0,Low-Value
Adam Kane,540,3,1103,0,0,0,0,Low-Value
Megan Williamson,678,1,580,0,0,0,0,Low-Value
Paul Hatfield,678,2,21,0,0,0,0,Low-Value
Michelle Peck,678,3,52,0,0,0,0,Low-Value
Cathy Robinson,678,6,106,0,0,0,0,Low-Value
Luke Tapia,675,7,225,0,0,0,0,Low-Value
Ryan Jones,511,13,217,0,0,0,0,Low-Value
Kelly Hicks,678,3,334,0,0,0,0,Low-Value
Eric Schultz,678,1,84,0,0,0,0,Low-Value
Karen Martin,678,2,855,0,0,0,0,Low-Value
Angela Jacobson,538,6,440,0,0,0,0,Low-Value
Brett Kaufman,678,5,184,0,0,0,0,Low-Value
Justin Dorsey,678,1,16,0,0,0,0,Low-Value
Katherine Gutierrez,678,7,60,0,0,0,0,Low-Value
Caleb Meyer,678,1,30,0,0,0,0,Low-Value
Crystal Cherry,634,4,231,0,0,0,0,Low-Value
Rachel Allen,678,1,173,0,0,0,0,Low-Value
Sandra Montgomery,538,17,697,0,0,0,0,Low-Value
Margaret Key,676,4,1423,0,0,0,0,Low-Value
Timothy Hall,676,3,138,0,0,0,0,Low-Value
Reginald Marsh,676,1,493,0,0,0,0,Low-Value
Sara Miller,610,8,1385,0,0,0,0,Low-Value
Carrie Morris MD,673,8,471,0,0,0,0,Low-Value
Christopher Rose,676,3,220,0,0,0,0,Low-Value
Michael Fields,676,1,59,0,0,0,0,Low-Value
Mrs. Sarah Jordan,676,2,335,0,0,0,0,Low-Value
Mason Owens,676,6,2019,0,0,0,0,Low-Value
Amy Adams,676,1,130,0,0,0,0,Low-Value
Colleen Sanders,676,2,53,0,0,0,0,Low-Value
Stephanie Lambert,676,6,134,0,0,0,0,Low-Value
Micheal Thompson,676,2,403,0,0,0,0,Low-Value
Megan Bauer,676,1,17,0,0,0,0,Low-Value
Dennis Haley,676,2,45,0,0,0,0,Low-Value
Yolanda Delacruz,675,6,1772,0,0,0,0,Low-Value
Christina Mercado,676,5,168,0,0,0,0,Low-Value
Victoria Manning,676,1,579,0,0,0,0,Low-Value
Abigail Clark,676,2,8,0,0,0,0,Low-Value
سلفةالحاج.طلال حلباوي                   ,557,41,1249,0,0,0,0,Low-Value
Jason Stewart,676,2,440,0,0,0,0,Low-Value
Fernando Ellis,676,6,205,0,0,0,0,Low-Value
David Carey,676,2,129,0,0,0,0,Low-Value
Samantha Wheeler,676,2,71,0,0,0,0,Low-Value
Rodney Henderson,585,35,1871,0,0,0,0,Low-Value
Stephanie Patterson,676,3,70,0,0,0,0,Low-Value
Bruce Hobbs,676,5,736,0,0,0,0,Low-Value
Michelle Evans,676,3,1297,0,0,0,0,Low-Value
Tara Dawson,676,2,133,0,0,0,0,Low-Value
Michael Huff,676,2,286,0,0,0,0,Low-Value
Kevin Walls,500,3,134,0,0,0,0,Low-Value
Katherine Henderson,676,2,22,0,0,0,0,Low-Value
Donna Stephens,676,13,1124,0,0,0,0,Low-Value
Guy Cox,676,2,221,0,0,0,0,Low-Value
Justin Griffin,676,21,1099,0,0,0,0,Low-Value
Jermaine George,676,1,215,0,0,0,0,Low-Value
Jason King MD,676,1,861,0,0,0,0,Low-Value
Lisa Watkins,676,2,188,0,0,0,0,Low-Value
Andrew Johnson,557,8,1038,0,0,0,0,Low-Value
Douglas Gomez,676,1,45,0,0,0,0,Low-Value
Stephanie Rojas,675,2,22,0,0,0,0,Low-Value
Meghan Parker,675,3,3630,0,0,0,0,Low-Value
Austin Dennis,675,1,64.2,0,0,0,0,Low-Value
Brianna Delacruz,675,6,96,0,0,0,0,Low-Value
Melissa Delacruz,648,2,401,0,0,0,0,Low-Value
Curtis Stephenson,675,1,30,0,0,0,0,Low-Value
Jimmy Keith,510,88,1104.9,0,0,0,0,Low-Value
Rebecca Thomas,675,1,227,0,0,0,0,Low-Value
Martha Klein,675,2,178,0,0,0,0,Low-Value
Lisa Diaz,675,3,170,0,0,0,0,Low-Value
Cathy Heath,675,1,54,0,0,0,0,Low-Value
Sandra Phillips,675,6,76,0,0,0,0,Low-Value
Benjamin Hall,675,1,160.6,0,0,0,0,Low-Value
Rachel Brewer,675,20,806,0,0,0,0,Low-Value
Patricia Rodriguez,675,1,57,0,0,0,0,Low-Value
Michele Choi,675,3,1028,0,0,0,0,Low-Value
Megan Arellano,675,1,78,0,0,0,0,Low-Value
Paul Brown,526,8,596,0,0,0,0,Low-Value
Gabriella Oconnor,673,2,91,0,0,0,0,Low-Value
Alan Rice,675,1,48,0,0,0,0,Low-Value
Janet Marks,674,8,650,0,0,0,0,Low-Value
Jeffrey Thompson,675,3,270,0,0,0,0,Low-Value
Johnny George,675,12,298,0,0,0,0,Low-Value
الحاج طلال حلباوي                       ,674,1,24,0,0,0,0,Low-Value
Maurice Mcclain,674,1,12,0,0,0,0,Low-Value
Jordan Johnson,674,2,238,0,0,0,0,Low-Value
Rick Reed,674,2,164,0,0,0,0,Low-Value
Nancy Hall,674,2,37,0,0,0,0,Low-Value
Vanessa Carter,674,2,287,0,0,0,0,Low-Value
Amy Lopez,674,2,1387,0,0,0,0,Low-Value
Margaret Hogan,674,3,532,0,0,0,0,Low-Value
Justin Shelton,674,1,19,0,0,0,0,Low-Value
Daniel Glass,563,4,278,0,0,0,0,Low-Value
Ms. Dominique Owens,674,2,71,0,0,0,0,Low-Value
Tina Jackson,674,2,693,0,0,0,0,Low-Value
Jason Sullivan,674,1,144,0,0,0,0,Low-Value
Joseph Nguyen,674,1,347,0,0,0,0,Low-Value
Taylor Lucas MD,674,1,120,0,0,0,0,Low-Value
Jaime Bennett,674,1,538,0,0,0,0,Low-Value
Jon Conner,674,4,87,0,0,0,0,Low-Value
Christopher Peters,674,1,72,0,0,0,0,Low-Value
Richard Ballard,674,1,21,0,0,0,0,Low-Value
Shannon Alexander,674,2,159,0,0,0,0,Low-Value
ربيع مخايل,674,1,21,0,0,0,0,Low-Value
Roy Coleman,674,7,642,0,0,0,0,Low-Value
Susan Bell,673,1,823,0,0,0,0,Low-Value
Nicole Davis,673,6,648,0,0,0,0,Low-Value
Chelsea Rodriguez,673,1,144,0,0,0,0,Low-Value
Kyle Winters,673,3,190,0,0,0,0,Low-Value
Sandra Bowman,673,4,28,0,0,0,0,Low-Value
Sharon Hernandez,508,8,367,0,0,0,0,Low-Value
Tiffany Smith,673,1,262,0,0,0,0,Low-Value
Mr. Dakota Johnson,623,16,2131,0,0,0,0,Low-Value
Daniel Byrd,673,1,11,0,0,0,0,Low-Value
Melissa Pearson,673,1,27,0,0,0,0,Low-Value
Rachael Simmons,673,2,98,0,0,0,0,Low-Value
Christopher Daniels,673,2,18,0,0,0,0,Low-Value
Cole Brown,673,2,80,0,0,0,0,Low-Value
Micheal Stewart,673,1,45,0,0,0,0,Low-Value
Doris Thompson,673,9,55,0,0,0,0,Low-Value
Mitchell Terry,673,5,163,0,0,0,0,Low-Value
Elizabeth Phillips,673,3,79,0,0,0,0,Low-Value
Eduardo Garcia,673,2,22,0,0,0,0,Low-Value
Gail Davis,672,5,144,0,0,0,0,Low-Value
Jill Kelly,672,2,30,0,0,0,0,Low-Value
Luis Martin,618,10,319,0,0,0,0,Low-Value
Sherry Rojas,532,5,174,0,0,0,0,Low-Value
Julie Mccoy,672,1,54,0,0,0,0,Low-Value
Dawn Long,672,4,446,0,0,0,0,Low-Value
Zachary Wolf,672,3,96,0,0,0,0,Low-Value
Bridget Dixon,672,1,13,0,0,0,0,Low-Value
Molly Thomas,672,1,22,0,0,0,0,Low-Value
Anthony Howard,672,4,49,0,0,0,0,Low-Value
Christopher Dennis,672,6,229,0,0,0,0,Low-Value
Chad Davis,672,3,54,0,0,0,0,Low-Value
Robert Savage,672,4,147,0,0,0,0,Low-Value
Molly Young PhD,672,2,41,0,0,0,0,Low-Value
Christopher Lee,672,2,69,0,0,0,0,Low-Value
Kevin Morales,672,2,53,0,0,0,0,Low-Value
Jon Baker,512,12,369,0,0,0,0,Low-Value
Andrea Duncan,672,1,99,0,0,0,0,Low-Value
Amanda Mcclure,672,2,162,0,0,0,0,Low-Value
Rebecca Mullen,672,2,43,0,0,0,0,Low-Value
Stacey Sutton,672,4,381,0,0,0,0,Low-Value
